cdm_name,comparison,adjustment,censoring_method,outcome_name,study,coef,se_coef,hr,lower_hr,upper_hr,heterogeneity
CPRD AURUM,pfizer - moderna (CVE),calibrated,leave+vaccine,next_post_acute_covid19,Study 4,0.2039606101515119,0.20489398181690213,1.22624985070907,0.8206781938703799,1.8322513106781937,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.35176450777484114,0.05701675835452596,0.703445758479464,0.6504226319768187,0.7607913851626007,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-0.7902511401560535,0.14610280821815538,0.4537308309407549,0.36634203211425537,0.5619657284697821,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.35010098160850006,0.06560945786392247,0.7046169327747546,0.6436846918735165,0.7713171188021074,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-0.7737038156741298,0.16480948162500378,0.4613013251988179,0.3623912119488179,0.5872077070683491,NA
CORIVA,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.2616098586676779,0.10737741189766424,0.7698113003349546,0.6677227246597068,0.8875082668863886,NA
CORIVA,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-0.7043465884342333,0.2710568319157562,0.4944315360152889,0.3115741952774261,0.7846045902125115,NA
CORIVA,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.262967212807751,0.1233608082010292,0.7687671026127406,0.6524406878769605,0.9058338467251468,NA
CORIVA,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-0.7881016157594349,0.31497848829946734,0.45470718540429605,0.2701442082043537,0.7653638989065127,NA
CORIVA,astrazeneca (VE),overlap weighting,leave,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,astrazeneca (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.3698350145673815,0.06041757742731395,0.6908483011411972,0.6361596247478102,0.7502383939862276,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-0.861381896757782,0.15930143083558784,0.42257771986546017,0.3334222655590928,0.5355728989102043,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.37361465785711007,0.06950149546923991,0.6882420694113568,0.6257669118780926,0.7569546058068108,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-0.7742561597395873,0.1765542333475592,0.4610465985043217,0.35436521188498993,0.5998443381665619,NA
CORIVA,pfizer (VE),overlap weighting,leave,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.4730821418109802,0.13474577568854496,0.6230788882472932,0.5186284644582113,0.7485653557119105,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-0.27116725889573373,0.33678866705726884,0.7624889526787171,0.4312786674328745,1.348059727641354,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.4518267801022187,0.1543112057343,0.6364644084768165,0.5163377735398637,0.7845386567025381,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-0.4425440673556152,0.3990237079032547,0.642400031473727,0.32710717472905265,1.2615981314970302,NA
CORIVA,moderna (VE),overlap weighting,leave,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.01512004321843839,0.09417648081575072,0.9849936906929424,0.8645670032104351,1.122194771604943,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,0.1339709982895566,0.3336971131409189,1.1433596597780171,0.7254709388142276,1.801962341516285,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.0221444829202656,0.1082061656162861,0.978098906255373,0.8427320897702822,1.1352094954385024,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,0.3320073822504338,0.3832721743102564,1.3937631375830652,0.8137171071783326,2.3872862774404715,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,0.1071253293089061,0.12423254346603152,1.1130737465013345,0.9340771228343392,1.326371382901585,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-0.3467946638640835,0.3944375539712315,0.7069504758342103,0.3866823083679574,1.2924795483703355,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,0.12272039067731194,0.1416393105816155,1.1305682593234383,0.9242073668862716,1.383006276281843,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-0.10179388396020753,0.4416867952244979,0.9032156997272736,0.4592609883110028,1.7763289741505006,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.3581799696387826,0.0898850856414589,0.6989472743982187,0.6187329665545327,0.7895607940677618,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-0.45561781168994697,0.3321677590291669,0.6340561196336651,0.35833313343618545,1.1219368942796817,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.30683631384511867,0.10121577300564556,0.7357710265811909,0.6416334619132753,0.8437200297223756,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-0.7399573575716699,0.3954637279674955,0.4771342612507749,0.25169236700754777,0.904505392698284,NA
CORIVA,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.34080867772692014,0.0926169342267184,0.7111949626277271,0.6277589988045948,0.8057204688904762,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-0.2916287491286982,0.3354292162496092,0.7470458259118788,0.41744575301621206,1.3368861989372962,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.30087712606984196,0.10443794060164462,0.7401687145983445,0.6432355792576172,0.8517093017498505,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-0.5824801094751781,0.3985206248552032,0.5585114778501576,0.29384568741163214,1.0615608268342376,NA
CORIVA,pfizer (VE),overlap weighting,leave,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.5086606423288802,0.2846541730045778,0.6013003960209607,0.4081196206566606,0.8859220384288661,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-17.54951388646015,4083.1652893771698,2.3896976639260584e-8,1.8198216969984853e-8,3.138029914904578e-8,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.4684417038108916,0.32033913102964345,0.6259769661723161,0.4051312134770963,0.9672104966072916,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-17.581723192674044,4567.821870734289,2.31395354114721e-8,1.7661240583823185e-8,3.0317128432597534e-8,NA
CORIVA,moderna (VE),overlap weighting,leave,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,0.376297615188852,0.2771521783884782,1.4568806590685128,0.9694740120482048,2.189332801488616,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,20.56814474356073,20958.498434659276,856311477.5490347,420728897.500734,1742854724.118235,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,0.3812970362608661,0.3088496706326376,1.464182456105306,0.928246812345602,2.309547672293414,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,20.44890022836773,24821.14688563775,760054142.1419826,336037642.06176877,1719099965.8335848,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.04457111350942565,0.03947503049105268,0.956407584175472,0.90678985358859,1.0087402979294569,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,-0.3490171354058451,0.1183190502132172,0.7053810431759457,0.5795162084173546,0.8585823982918733,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.0633532345977745,0.04433273606472299,0.9386118649401612,0.8838471008382529,0.9967699528243088,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,-0.3223778897658488,0.1297893363123577,0.7244243860376263,0.5844707284793904,0.897890459717859,NA
CORIVA,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,0.0021335425382688,0.0432688358454732,1.0021358201596628,0.9458536379865108,1.0617670236855423,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,-0.07749787562236052,0.21431696223239305,0.9254289903552028,0.6399477749879674,1.3382636047229832,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.00702772941760301,0.04845176677244389,0.992996907325542,0.9304766325121412,1.0597180235423318,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,0.06638887633297819,0.2231128011063901,1.0686422060362122,0.7257172835997137,1.573610261639899,NA
CORIVA,pfizer (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.30245070203718916,0.09398863835194626,0.7390049187979651,0.6511709085112478,0.838686530478125,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,-1.0738107740781146,0.5542992641655646,0.3417038768759677,0.12251452820738412,0.9530423957101696,NA
CORIVA,moderna (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.3802171295553797,0.10714149955104016,0.683712938807872,0.5901307326773263,0.7921352961444531,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,-1.1740470812658623,0.6369292185122016,0.3091133993359418,0.09033521741592968,1.0577391230385411,NA
CORIVA,moderna (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,moderna (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,janssen (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,janssen (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,janssen (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,janssen (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,janssen (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.1678513651769364,0.14416919072594153,0.8454794930406756,0.699763392334012,1.0215389672901205,NA
CORIVA,janssen (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,-0.03570459592463569,0.16512051364511396,0.9649252942502,0.7517694384923242,1.2385191201056542,NA
CORIVA,janssen (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.23239858151984183,0.16503260024708705,0.792630132613912,0.6356614829005443,0.988360226359422,NA
CORIVA,janssen (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,-0.06407831397407077,0.18746203163863367,0.937931543507872,0.7049121571585356,1.247979016070807,NA
CORIVA,janssen (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,janssen (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,0.23518300608474652,0.09728078069143783,1.2651402759171846,1.1013909454151645,1.4532350428434642,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,0.7416331831574428,0.7268121431234877,2.099361357829064,0.6926234201554156,6.3632242030697554,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,0.28941080679686126,0.11240267047452988,1.3356403059569744,1.1372033953055058,1.568703570760613,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,0.9335234712994656,0.8082816156352121,2.5434551992333354,0.7506203347922321,8.618424056281022,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - moderna (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,0.26798639150861014,0.13877288443679844,1.3073293491136917,1.067760259405945,1.6006495952611144,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,0.5402050647272243,0.6562833797002957,1.7163587907468014,0.9156989709070924,3.2170916340067772,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,0.34338181954555597,0.15961374843953205,1.4097069128344708,1.1145740838294065,1.7829892233502365,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,0.7782705435919393,0.6784929040294368,2.1777027648427145,1.1255823820163695,4.213276085139216,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,pfizer - janssen (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 4,0.02048841453280779,0.03876393768617505,1.0206997428913085,0.9694285343989282,1.0746825868751058,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 4,-0.1991168176978685,0.06623228210457838,0.8194541609928228,0.7348429917496179,0.913807615378677,NA
CORIVA,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 4,0.03508724657295255,0.04320450480324638,1.035710067011763,0.9779341260932296,1.0968993864595409,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 4,-0.1588721704464994,0.07312896579570739,0.8531054040822817,0.756630106480853,0.9618819344360974,NA
CORIVA,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 4,NA,NA,NA,NA,NA,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 4,0.06627230422062391,0.04424379834545825,1.0685176394175415,1.0085425484137678,1.1320592745860296,NA
CORIVA,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 4,-0.11723965681335335,0.1487046062735192,0.8893720235556062,0.6938443298436766,1.1400000868517617,NA
CORIVA,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 4,0.07330144366686277,0.04927844439474121,1.0760548579521128,1.008912520269841,1.14766546559721,NA
